"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
11010,1653181390654x102140139334327980,"Obi Toppin",SGC,3702730,2020,Prizm,15,"Prizms Green","SGC 10","Basketball ",
11010,1653181406474x954027643742711800,"Obi Toppin",SGC,3702730,2020,Prizm,15,Base,"SGC 10","Basketball ",
11010,1653181419506x450748581771038400,"Obi Toppin",SGC,3702730,2020,Prizm,15,"Prizms Silver","SGC 10","Basketball ",
10983,,"Justin Herbert",SGC,3752423,2020,Chronicles,,Clearly,"SGC 9",Football,
10983,1653517986875x591422940559851000,"Justin Herbert",SGC,3752423,2020,Chronicles,RR-JH,Base,"SGC 9",Football,30.99
10954,1640477163164x709775704719360000,"Jonathan Taylor",SGC,4113785,2020,Donruss,TR-JT,Base,"SGC 9",Football,
10954,1653101923482x465767195263914200,"Jonathan Taylor",SGC,4113785,2020,Donruss,317,Base,"SGC 9",Football,
11032,,"Jonathan Taylor",SGC,4132124,2020,Donruss,317,,"SGC 8.5",Football,
11032,1653101923482x465767195263914200,"Jonathan Taylor",SGC,4132124,2020,Donruss,317,Base,"SGC 8.5",Football,
11025,,"Jonathan Taylor",SGC,4218615,2020,Donruss,317,,"SGC 9.5",Football,
11025,1653101923482x465767195263914200,"Jonathan Taylor",SGC,4218615,2020,Donruss,317,Base,"SGC 9.5",Football,
13390,,"Saddiq Bey",SGC,4317308,2020,Select,79,"Blue Retail","SGC 8",,
13390,1654219435538x826896232183971100,"Saddiq Bey",SGC,4317308,2020,Select,79,"Blue Retail","SGC 8",,
11001,,"Anthony Edwards",SGC,4574480,2020,Prizm,,"Green Instant Impact","SGC 10","Basketball ",
11001,1652543665954x895546615278871600,"Anthony Edwards",SGC,4574480,2020,Prizm,1,Green,"SGC 10","Basketball ",41.00
11035,,"Jonathan Taylor",SGC,4713532,2020,Donruss,317,,"SGC 9.5",Football,
11035,1653101923482x465767195263914200,"Jonathan Taylor",SGC,4713532,2020,Donruss,317,Base,"SGC 9.5",Football,
10993,1641187781374x357286587978743800,"Joe Burrow",SGC,4778300,2020,Illusions,5,"Base Retail","SGC 10",Football,49.75
10993,1653188011592x449681142322628800,"Joe Burrow",SGC,4778300,2020,Illusions,5,Base,"SGC 10",Football,36.00
11048,,"Coby White",SGC,4817323,2019,Optic,180,"Hyper Pink","SGC 9","Basketball ",
11048,1652670507339x928888169162448900,"Coby White",SGC,4817323,2019,Optic,180,"Hyper Pink","SGC 9","Basketball ",19.50
10963,1640477163164x709775704719360000,"Jonathan Taylor",SGC,4853033,2020,Donruss,TR-JT,Base,"SGC 10",Football,
10963,1653101923482x465767195263914200,"Jonathan Taylor",SGC,4853033,2020,Donruss,317,Base,"SGC 10",Football,
11021,,"Justin Herbert",SGC,5544810,2020,Select,,"Purple Die Cut","SGC 10",Football,
11021,1653517981680x326541587731496600,"Justin Herbert",SGC,5544810,2020,Select,144,"Purple Die-Cut","SGC 10",Football,161.50
11005,1608510329918x499841876408865000,"Jonathan Taylor",SGC,5625713,2020,Mosaic,216,Base,"SGC 9",Football,
11005,1640474488517x276179887505801200,"Jonathan Taylor",SGC,5625713,2020,Mosaic,276,Base,"SGC 9",Football,10.00
11013,,"Giannis Antetokounmpo",SGC,5730365,2020,Prizm,,"Red Ice","SGC 8.5","Basketball ",
11013,1652842417736x557932227045905900,"Giannis Antetokounmpo",SGC,5730365,2020,Prizm,111,"Red Ice","SGC 8.5","Basketball ",
10964,,"Stephen Curry",SGC,6081851,2020,Prizm,,,"SGC 10","Basketball ",
10964,1654356047405x307116055543471550,"Stephen Curry",SGC,6081851,2020,Prizm,159,Base,"SGC 10","Basketball ",
11043,1601704203589x347111213883981800,"Joe Burrow",SGC,6183512,2020,Mosaic,261,Mosaic,"SGC 10",Football,51.00
11043,1601704810980x700526451682967600,"Joe Burrow",SGC,6183512,2020,Mosaic,261,Base,"SGC 10",Football,46.00
11043,1604388570886x403659810613231600,"Joe Burrow",SGC,6183512,2020,Mosaic,261,"Silver Prizm","SGC 10",Football,
11043,1604413008540x764575630511046700,"Joe Burrow",SGC,6183512,2020,Mosaic,261,"Camo Pink","SGC 10",Football,66.00
11043,1604414110261x526821318643679200,"Joe Burrow",SGC,6183512,2020,Mosaic,261,"Mosaic Green","SGC 10",Football,99.85
11043,1615179470735x939613926359261000,"Joe Burrow",SGC,6183512,2020,Mosaic,261,"Mosaic Pink Fluorescent","SGC 10",Football,
11043,1615179471658x850323645006297900,"Joe Burrow",SGC,6183512,2020,Mosaic,261,"Mosaic Purple","SGC 10",Football,
11043,1615179475781x604273726662625900,"Joe Burrow",SGC,6183512,2020,Mosaic,261,"Mosaic Blue","SGC 10",Football,
11043,1615179476570x511736991508551900,"Joe Burrow",SGC,6183512,2020,Mosaic,261,"Mosaic Choice Fusion Red","SGC 10",Football,
11043,1615179478777x390757579943426000,"Joe Burrow",SGC,6183512,2020,Mosaic,261,"Mosaic Orange Fluorescent","SGC 10",Football,
10980,,"Chase Young",SGC,6723351,2020,Chronicles,,"Clearly ","SGC 9",Football,
10980,1652630875639x905086988845810800,"Chase Young",SGC,6723351,2020,Chronicles,RR-CY,Base,"SGC 9",Football,
11000,,"Jalen Hurts",SGC,6802143,2020,Select,,,"SGC 9",Football,
11000,1653018106109x144996032886097300,"Jalen Hurts",SGC,6802143,2020,Select,350,Base,"SGC 9",Football,10.58
10977,,"Jalen Hurts",SGC,6835843,2020,Select,,"Purple Die Cut","SGC 9",Football,
10977,1653018106997x240395831095019400,"Jalen Hurts",SGC,6835843,2020,Select,150,"Purple Die-Cut","SGC 9",Football,
11028,,"Jonathan Taylor",SGC,7026036,2020,Donruss,317,,"SGC 9.5",Football,
11028,1653101923482x465767195263914200,"Jonathan Taylor",SGC,7026036,2020,Donruss,317,Base,"SGC 9.5",Football,
10955,1640477163164x709775704719360000,"Jonathan Taylor",SGC,7035334,2020,Donruss,TR-JT,Base,"SGC 9.5 ",Football,
10955,1653101923482x465767195263914200,"Jonathan Taylor",SGC,7035334,2020,Donruss,317,Base,"SGC 9.5 ",Football,
11034,,"Coby White",SGC,7072113,2019,Optic,180,"Hyper Pink","SGC 9.5","Basketball ",
11034,1652670507339x928888169162448900,"Coby White",SGC,7072113,2019,Optic,180,"Hyper Pink","SGC 9.5","Basketball ",30.00
10998,,"Jonathan Taylor",SGC,7324124,2020,Prizm,,Emergent,"SGC 10",Football,
10998,1653447314957x491127769426492160,"Jonathan Taylor",SGC,7324124,2020,Prizm,4,Base,"SGC 10",Football,
11019,,"Joe Burrow",SGC,7407521,2020,Select,,Turbocharged,"SGC 9.5 ",Football,
11019,1653271899640x164476139396890980,"Joe Burrow",SGC,7407521,2020,Select,T20,Base,"SGC 9.5 ",Football,
10985,1610342967982x121391615306366980,"Joe Burrow",SGC,7822840,2020,Donruss,301,Base,"SGC 8",Football,
10985,1626319124786x269204002313450100,"Joe Burrow",SGC,7822840,2020,Donruss,1,Base,"SGC 8",Football,
10985,1626319127182x502531349354853570,"Joe Burrow",SGC,7822840,2020,Donruss,1,Base,"SGC 8",Football,
10985,1626319130376x366293256387045570,"Joe Burrow",SGC,7822840,2020,Donruss,1,Base,"SGC 8",Football,
10985,1626319133533x996447493496903400,"Joe Burrow",SGC,7822840,2020,Donruss,151,Base,"SGC 8",Football,
10985,1626319140263x134023951008945820,"Joe Burrow",SGC,7822840,2020,Donruss,1,Base,"SGC 8",Football,
10985,1626319143380x708711043240552000,"Joe Burrow",SGC,7822840,2020,Donruss,151,Base,"SGC 8",Football,
10985,1626319156676x890479762185359500,"Joe Burrow",SGC,7822840,2020,Donruss,11,Base,"SGC 8",Football,
10985,1626319169196x420104495335211970,"Joe Burrow",SGC,7822840,2020,Donruss,40,Base,"SGC 8",Football,
10985,1626319185007x590129878026183400,"Joe Burrow",SGC,7822840,2020,Donruss,1,Base,"SGC 8",Football,
11036,,"Jonathan Taylor",SGC,7828245,2020,Donruss,317,,"SGC 10",Football,
11036,1653101923482x465767195263914200,"Jonathan Taylor",SGC,7828245,2020,Donruss,317,Base,"SGC 10",Football,
11022,,"Jonathan Taylor",SGC,7830717,2020,Donruss,317,,"SGC 9.5",Football,
11022,1653101923482x465767195263914200,"Jonathan Taylor",SGC,7830717,2020,Donruss,317,Base,"SGC 9.5",Football,
11030,,"Jonathan Taylor",SGC,7866832,2020,Donruss,317,,"SGC 9.5",Football,
11030,1653101923482x465767195263914200,"Jonathan Taylor",SGC,7866832,2020,Donruss,317,Base,"SGC 9.5",Football,
11003,,"Lamelo Ball",SGC,7880445,2020,Prizm,,Emergent,"SGC 10","Basketball ",
11003,1653963746501x548378964999857860,"Lamelo Ball",SGC,7880445,2020,Prizm,23,Base,"SGC 10","Basketball ",35.00
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
13386,,"Anthony Edwards",SGC,8215114,2020,Chronicles,580,Phoenix,"SGC 9.5",,
13386,1652543951461x545449502384869300,"Anthony Edwards",SGC,8215114,2020,Chronicles,580,Base,"SGC 9.5",,
10991,,"Justin Herbert",SGC,8581208,2020,Chronicles,,Prestige,"SGC 9.5 ",Football,
10991,1653625698313x678024622050390300,"Justin Herbert",SGC,8581208,2020,Chronicles,303,Base,"SGC 9.5 ",Football,
11029,1604688007885x555864371468777200,"Zion WIlliamson",SGC,8866107,2019,Prizm,2,"Prizm Green","SGC 9.5","Basketball ",
11029,1604687986950x535435333933307140,"Zion WIlliamson",SGC,8866107,2019,Prizm,2,Base,"SGC 9.5","Basketball ",8.50
11029,1604688029725x602953412228812500,"Zion WIlliamson",SGC,8866107,2019,Prizm,2,"Prizm Silver","SGC 9.5","Basketball ",49.99
12166,,"Zion Williamson",BGS,12951671,2019,"Panini Mosaic","Mosaic Pink Camo",269,"BGS 9.5",basketball,
12166,1618586603766x501084334477125600,"Zion Williamson",BGS,12951671,2019,"Panini Mosaic",269,"Mosaic Camo Pink","BGS 9.5",basketball,40.00
12167,1593727284637x951355474095636500,"Zion Williamson",PSA,49434592,2019,"Panini Mosaic",209,Mosiac,"PSA 10",basketball,133.49
12167,1593645352663x843722485999337500,"Zion Williamson",PSA,49434592,2019,"Panini Mosaic",209,"Camo Pink","PSA 10",basketball,87.00
12167,1593646451661x593742648671731700,"Zion Williamson",PSA,49434592,2019,"Panini Mosaic",209,Base,"PSA 10",basketball,34.00
12167,1593746334474x765387866046464000,"Zion Williamson",PSA,49434592,2019,"Panini Mosaic",209,"Silver Prizm","PSA 10",basketball,532.00
12167,1618586605427x488786494164567000,"Zion Williamson",PSA,49434592,2019,"Panini Mosaic",209,"Mosaic Choice Nebula","PSA 10",basketball,
12167,1618586606199x743289155563566700,"Zion Williamson",PSA,49434592,2019,"Panini Mosaic",209,"Mosaic Fast Break Silver","PSA 10",basketball,197.50
12167,1618586607906x494428164682813250,"Zion Williamson",PSA,49434592,2019,"Panini Mosaic",209,"Mosaic Fast Break Gold","PSA 10",basketball,
12167,1618586620261x114157120491665600,"Zion Williamson",PSA,49434592,2019,"Panini Mosaic",209,"Mosaic Fast Break Black","PSA 10",basketball,
12167,1618586623531x638419371991076900,"Zion Williamson",PSA,49434592,2019,"Panini Mosaic",209,"Mosaic Fast Break Pink","PSA 10",basketball,1850.00
12167,1618586627624x655279531897400300,"Zion Williamson",PSA,49434592,2019,"Panini Mosaic",209,"Mosaic Reactive Blue","PSA 10",basketball,113.50
12169,1593646451661x593742648671731700,"Zion Williamson",PSA,49583008,2019,"Panini Mosaic",209,Base,"PSA 9",basketball,10.25
12169,1593645352663x843722485999337500,"Zion Williamson",PSA,49583008,2019,"Panini Mosaic",209,"Camo Pink","PSA 9",basketball,55.00
12169,1593727284637x951355474095636500,"Zion Williamson",PSA,49583008,2019,"Panini Mosaic",209,Mosiac,"PSA 9",basketball,59.99
12169,1593746334474x765387866046464000,"Zion Williamson",PSA,49583008,2019,"Panini Mosaic",209,"Silver Prizm","PSA 9",basketball,175.00
12169,1618586605427x488786494164567000,"Zion Williamson",PSA,49583008,2019,"Panini Mosaic",209,"Mosaic Choice Nebula","PSA 9",basketball,
12169,1618586606199x743289155563566700,"Zion Williamson",PSA,49583008,2019,"Panini Mosaic",209,"Mosaic Fast Break Silver","PSA 9",basketball,61.00
12169,1618586607906x494428164682813250,"Zion Williamson",PSA,49583008,2019,"Panini Mosaic",209,"Mosaic Fast Break Gold","PSA 9",basketball,
12169,1618586620261x114157120491665600,"Zion Williamson",PSA,49583008,2019,"Panini Mosaic",209,"Mosaic Fast Break Black","PSA 9",basketball,
12169,1618586623531x638419371991076900,"Zion Williamson",PSA,49583008,2019,"Panini Mosaic",209,"Mosaic Fast Break Pink","PSA 9",basketball,1499.99
12169,1618586627624x655279531897400300,"Zion Williamson",PSA,49583008,2019,"Panini Mosaic",209,"Mosaic Reactive Blue","PSA 9",basketball,36.00
12168,,"Zion Williamson",PSA,50400221,2019,"Panini Mosaic",,209,"PSA 9",basketball,
12168,1593645352663x843722485999337500,"Zion Williamson",PSA,50400221,2019,"Panini Mosaic",209,"Camo Pink","PSA 9",basketball,55.00
12168,1593646451661x593742648671731700,"Zion Williamson",PSA,50400221,2019,"Panini Mosaic",209,Base,"PSA 9",basketball,10.25
12168,1593727284637x951355474095636500,"Zion Williamson",PSA,50400221,2019,"Panini Mosaic",209,Mosiac,"PSA 9",basketball,59.99
12168,1593746334474x765387866046464000,"Zion Williamson",PSA,50400221,2019,"Panini Mosaic",209,"Silver Prizm","PSA 9",basketball,175.00
12168,1618586605427x488786494164567000,"Zion Williamson",PSA,50400221,2019,"Panini Mosaic",209,"Mosaic Choice Nebula","PSA 9",basketball,
12168,1618586606199x743289155563566700,"Zion Williamson",PSA,50400221,2019,"Panini Mosaic",209,"Mosaic Fast Break Silver","PSA 9",basketball,61.00
12168,1618586607906x494428164682813250,"Zion Williamson",PSA,50400221,2019,"Panini Mosaic",209,"Mosaic Fast Break Gold","PSA 9",basketball,
12168,1618586620261x114157120491665600,"Zion Williamson",PSA,50400221,2019,"Panini Mosaic",209,"Mosaic Fast Break Black","PSA 9",basketball,
12168,1618586623531x638419371991076900,"Zion Williamson",PSA,50400221,2019,"Panini Mosaic",209,"Mosaic Fast Break Pink","PSA 9",basketball,1499.99
12168,1618586627624x655279531897400300,"Zion Williamson",PSA,50400221,2019,"Panini Mosaic",209,"Mosaic Reactive Blue","PSA 9",basketball,36.00
13330,,"Matt Chapman",PSA,51474755,2017,"Topps Update",US4,base,"PSA 9",,
13330,1654020392295x465551626393581500,"Matt Chapman",PSA,51474755,2017,"Topps Update",US4,Base,"PSA 9",,11.99
13325,,"Matt Chapman",PSA,51474756,2017,"Topps Update",US4,base,"PSA 9",,
13325,1654020392295x465551626393581500,"Matt Chapman",PSA,51474756,2017,"Topps Update",US4,Base,"PSA 9",,11.99
13331,,"Matt Chapman",PSA,51474757,2017,"Topps Update",US4,base,"PSA 9",,
13331,1654020392295x465551626393581500,"Matt Chapman",PSA,51474757,2017,"Topps Update",US4,Base,"PSA 9",,11.99
13329,,"Matt Chapman",PSA,51474758,2017,"Topps Update",US4,base,"PSA 9",,
13329,1654020392295x465551626393581500,"Matt Chapman",PSA,51474758,2017,"Topps Update",US4,Base,"PSA 9",,11.99
13332,,"Matt Chapman",PSA,51474759,2017,"Topps Update",US4,base,"PSA 9",,
13332,1654020392295x465551626393581500,"Matt Chapman",PSA,51474759,2017,"Topps Update",US4,Base,"PSA 9",,11.99
13333,,"Matt Chapman",PSA,51474760,2017,"Topps Update",US4,base,"PSA 9",,
13333,1654020392295x465551626393581500,"Matt Chapman",PSA,51474760,2017,"Topps Update",US4,Base,"PSA 9",,11.99
13334,,"Matt Chapman",PSA,51474761,2017,"Topps Update",US4,base,"PSA 9",,
13334,1654020392295x465551626393581500,"Matt Chapman",PSA,51474761,2017,"Topps Update",US4,Base,"PSA 9",,11.99
13328,,"Matt Chapman",PSA,51474762,2017,"Topps Update",US4,base,"PSA 9",,
13328,1654020392295x465551626393581500,"Matt Chapman",PSA,51474762,2017,"Topps Update",US4,Base,"PSA 9",,11.99
13327,,"Matt Chapman",PSA,51474763,2017,"Topps Update",US4,base,"PSA 9",,
13327,1654020392295x465551626393581500,"Matt Chapman",PSA,51474763,2017,"Topps Update",US4,Base,"PSA 9",,11.99
13326,,"Matt Chapman",PSA,51474764,2017,"Topps Update",US4,base,"PSA 9",,
13326,1654020392295x465551626393581500,"Matt Chapman",PSA,51474764,2017,"Topps Update",US4,Base,"PSA 9",,11.99
12121,,"Lawrence Taylor",PSA,54983511,1982,Topps,Sticker,144,"PSA 8",football,
12121,1653963747721x706366036827230600,"Lawrence Taylor",PSA,54983511,1982,Topps,144,Base,"PSA 8",football,34.95
12177,,"Cam Reddish",PSA,60778129,2019,Hoops,207,base,"PSA 9",Basketball,
12177,1630973485231x996810702921814900,"Cam Reddish",PSA,60778129,2019,Hoops,207,Base,"PSA 9",Basketball,3.25
12177,1650994114486x889049540075685900,"Cam Reddish",PSA,60778129,2019,Hoops,207,Base,"PSA 9",Basketball,2.00
12178,1650994114486x889049540075685900,"Cam Reddish",PSA,60778130,2019,Hoops,207,Base,"PSA 9",Basketball,2.00
12178,1630973485231x996810702921814900,"Cam Reddish",PSA,60778130,2019,Hoops,207,Base,"PSA 9",Basketball,3.25
12179,1613969114449x377871483179106300,"Tyler Herro",PSA,60778131,2019,Hoops,210,Base,"PSA 9",Basketball,8.52
12179,1630973411198x460295545026278900,"Tyler Herro",PSA,60778131,2019,Hoops,210,Base,"PSA 9",Basketball,15.00
12174,1650994098480x195023723316727140,"Cameron Johnson",PSA,60778137,2019,Hoops,208,Base,"PSA 9",Basketball,5.99
12174,1630973484448x957296364210133500,"Cameron Johnson",PSA,60778137,2019,Hoops,208,Base,"PSA 9",Basketball,5.59
11254,,"Justin Herbert","PSA ",63695118,2020,Optic,303,Variation,"PSA 9",Football,
11254,1653752200000x261999959328734750,"Justin Herbert","PSA ",63695118,2020,Optic,303,Variation,"PSA 9",Football,
11255,,"Justin Herbert","PSA ",63695119,2020,Donruss,303,"Yellow Press Proof","PSA 9",Football,
11255,1653924020197x674652706232560500,"Justin Herbert","PSA ",63695119,2020,Donruss,303,"Press Proof Yellow","PSA 9",Football,66.00
